active,location_id,location_name,location_name_fr,operated_by,operated_by_fr,city,address,address_fr,postal_code,province,latitude,longitude,phu_id,phu,phu_fr,phone,website,monday,tuesday,wednesday,thursday,friday,saturday,sunday,after_hours,appointments,walk_ins,drive_through,children_under_2,accessible,temporarily_closed,pharmacy,community_lab,assessment_centre,email,online_appointments,phone_appointments,symptomatic,general_population,age_threshold,weeks_pregnant,french_language_services,asl_interpretation,first_nations,free_parking,paid_parking,public_transit,additional_information,additional_information_fr
Yes,38,Perth and Smiths Falls District Hospital - Smiths Falls Site,Hôpital du district de Perth et de Smiths Falls - Smiths Falls Site,Perth and Smiths Falls District Hospital,Hôpital du district de Perth et de Smiths Falls,Smiths Falls,60 Cornelia Street West,60 rue Cornelia Ouest,K7A 2H9,ON,44.907454,-76.027508,7,"Leeds, Grenville and Lanark District Health Unit","""Leeds, Grenville et Lanark""",613-283-2330 ext. 1401,https://psfdh.on.ca/2020/04/03/community-assessment-centre/,08:00-18:00,08:00-18:00,08:00-18:00,08:00-18:00,08:00-18:00,10:00-16:00,10:00-16:00,,Yes,No,No,No,,,,,Yes,,,,Yes,,0m,,,,,,,,Located at the Smiths Falls site of the Perth and Smiths Falls District Hospital at the main entrance on Elmsley Street North. Drive up to the main entrance and stay in your car while an in-car assessment is done. Please call to schedule an appointment after completing the self-assessment at https://covid-19.ontario.ca/self-assessment/. Children less than 3 months of age should present to the Emergency Department for assessment if symptomatic.,Situé à l’emplacement de Smiths Falls de l’Hôpital du district de Perth et de Smiths Falls à l’entrée principale sur la rue Elmsley Nord. Les patients conduiront leur véhicule jusqu’à l’entrée principale et y demeureront pendant qu’une évaluation sera réalisée.
Yes,39,Prince Edward Covid-19 Assessment Centre - Prince Edward Community Centre,Centre communautaire Prince Edward County,Prince Edward County Covid-19 Assessment Centre,Centre d'èvaluation de la COVID-19 Prince Edward,Picton,375 Main Street,375 rue Main,K0K 2T0,ON,44.008797,-77.139402,13,Hastings and Prince Edward Counties Health Unit,Bureau de santé des comtès d'Hastings et de Prince Edward,613-813-6864,https://www.qhc.on.ca/covid-19.php,09:00-17:00,09:00-17:00,09:00-17:00,09:00-17:00,09:00-17:00,,,,Yes,No,Yes,,Yes,,,,Yes,,,,Yes,,0m,,No,No,,Yes,,No,"To schedule an assessment phone the CAC at 613-813-6864

Upon arrival for your appointment you will be directed to drive into the large tent. Stay in your car for the assessment.

On Saturdays and Sundays, messages may be left to arrange an appointment the following week.  
Those requiring weekend testing may call 613-961-5544, for testing at the Belleville and Trenton Assessment Centres.",
Yes,40,COVID-19 Care and Testing Centre –  Moodie,Queensway Carleton Hospital - École D. Aubrey Moodie,Queensway Carleton Hospital,Queensway Carleton Hospital,Ottawa,595 Moodie Drive,595 chemin Moodie,K2H 8A8,ON,45.310814,-75.825601,8,Ottawa Public Health,Bureau de santé publique d'Ottawa,,https://www.ottawapublichealth.ca/en/shared-content/assessment-centres.aspx,09:00-15:30,09:00-15:30,09:00-15:30,09:00-15:30,09:00-15:30,,,,Yes,Yes,No,Yes,,,,,Yes,,https://www.ottawapublichealth.ca/en/shared-content/assessment-centres.aspx#Click-here-to-learn-more-and-book-an-appointment,,Yes,,6m,,Yes,,,,,,Can test anyone over 6months.,
Yes,41,Quinte Healthcare - Quinte Secondary School,Quinte Healthcare - École secondaire Quinte,Quinte Healthcare,Quinte Healthcare,Belleville,45 College Street West,45 rue College Ouest,K8P 2G3,ON,44.175310,-77.393179,13,Hastings and Prince Edward Counties Health Unit,Bureau de santé des comtès d'Hastings et de Prince Edward,613-961-5544,https://www.qhc.on.ca/covid-19.php,09:00-17:00,09:00-17:00,09:00-17:00,09:00-17:00,09:00-17:00,09:00-17:00,09:00-17:00,,Yes,No,Yes,,Yes,,,,Yes,,,,Yes,,0m,,Yes,No,,Yes,,No,"Stay in your car.



Call to check if you need to make an appointment.",
Yes,42,Quinte West COVID-19 Assessment Centre/Duncan McDonald Memorial Community Gardens Arena,,Quinte Healthcare Corporation,Quinte Healthcare Corporation,Trenton,8 Couch Crescent,8 crescent Couch,K8V 5S6,ON,44.102899,-77.569555,13,Hastings and Prince Edward Counties Health Unit,Bureau de santé des comtès d'Hastings et de Prince Edward,613-961-5544,https://www.qhc.on.ca/covid-19.php,09:00-17:00,09:00-17:00,09:00-17:00,09:00-17:00,09:00-17:00,09:00-17:00,09:00-17:00,,Yes,No,Yes,,Yes,,,,Yes,,,,Yes,,0m,,Yes,No,,Yes,,No,"Please call to schedule an appointment. Followthe signs, drive through into the tent, have those being assessed or tested on the driver's side of the vehicle if possilbe, park and turn off the car with the windows between the two tables under the tent. Phone or text your number to us and we will call you back to book a time. You must have an appointment so we can ensure patient safety, confidentiality and physical distancing.",
,43,Cobden Arena,Cobden Arena,Arnprior Regional Health,Arnprior Regional Health,Cobden,43 Astrolabe Road,43 rue Astrolabe,K0J 1K0,ON,45.623129,-76.879507,14,Renfrew County and District Health Unit,Bureau de santé du comtè de Renfrew et du district,844-727-6404,https://rcvtac.ca/,09:00-11:00,,,,09:00-11:00,,,,Yes,Yes,Yes,,Yes,Yes,,,Yes,,,,Yes,,2y,,No,No,,,,No,We do not have a physical site for testing - we do it through drive through testing sites or we go on site in various locations to do testing (ie retirement homes) as needed.  To date our approach to testing has proven to be very efficient and effective.,
,44,Civic Centre,Civic Centre,Arnprior Regional Health,Arnprior Regional Health,Petawawa,16 Civic Centre Road,16 rue Civic Centre,K8H 3H5,ON,45.894435,-77.259937,14,Renfrew County and District Health Unit,Bureau de santé du comtè de Renfrew et du district,844-727-6404,https://rcvtac.ca/,,,,,09:00-11:00,,,,Yes,,,,,Yes,,,Yes,,,,Yes,,,,,,,,,,,
Yes,45,Pembroke Assessment Centre,Pembroke Assessment Centre,Arnprior Regional Health,Arnprior Regional Health,Pembroke,80 Richardson Crescent,,K8A 6W5,ON,45.781770,-77.127702,14,Renfrew County and District Health Unit,Bureau de santé du comtè de Renfrew et du district,844-727-6404,https://rcvtac.ca/,,closed,,,closed,,,,Yes,No,No,,,,,,Yes,,,,Yes,,,,,,,,,,,
Yes,46,Deep River Assessment Centre,Deep River Assessment Centre,Arnprior Regional Health,Arnprior Regional Health,Deep River,37 Banting Drive,,K0J 1P0,ON,46.091980,-77.476037,14,Renfrew County and District Health Unit,Bureau de santé du comtè de Renfrew et du district,844-727-6404,https://rcvtac.ca/,,,closed,,09:00-11:00,,,,Yes,No,No,,,,,,Yes,,,,Yes,,,,,,,,,,No restrictions. Two areas of focus - patients without a family physiciann or cannot reach their family physician and those with potential COVID.,
Yes,47,Arnprior Assessment Centre,Arnprior Assessment Centre,Arnprior Regional Health,Arnprior Regional Health,Arnprior,91 Meehan Street,91 rue Meehan,K7S 2B7,ON,45.434099,-76.358417,14,Renfrew County and District Health Unit,Bureau de santé du comtè de Renfrew et du district,844-727-6404,https://rcvtac.ca/,,,,closed,,,,,Yes,Yes,Yes,,Yes,,,,Yes,,,,Yes,,6m,,Yes,No,,Yes,,No,The hours for this center vary. Please visit the centre's website for current hours.,
Yes,48,Eganville - Renfrew County Virtual Triage and Assessment Centre,,Arnprior Regional Health,Arnprior Regional Health,Eganville,178 Jane Street,178 rue Jane,K0J 1T0,ON,45.541852,-77.105656,14,Renfrew County and District Health Unit,Bureau de santé du comtè de Renfrew et du district,844-727-6404,https://rcvtac.ca/,,,,,14:00-16:00,,,,Yes,No,No,,,,,,Yes,,,,Yes,,,,,,,,,,"Renfrew County Virtual Triage and Assessment Centres offers testing at several locations across Renfrew County on a rotating basis. Please visit the website for the current testing schedule, including hours and locations.  https://rcvtac.ca/

Please call to schedule an appointment 1-844-727-6404",
Yes,49,Renfrew Assessment Centre,Renfrew Assessment Centre,Arnprior Regional Health,Arnprior Regional Health,Renfrew,1005 Castleford Road,1005 rue Castleford,K7V 3Z8,ON,45.501648,-76.638280,14,Renfrew County and District Health Unit,Bureau de santé du comtè de Renfrew et du district,844-727-6404,https://rcvtac.ca/,closed,,,,,,,,Yes,No,No,,,,,,Yes,,,,Yes,,,,,,,,,,,
Yes,50,Barry's Bay - Renfrew County Virtual Triage and Assessment Centre,,Arnprior Regional Health,Arnprior Regional Health,Barry's Bay,65 Arena Road,,K0J 1B0,ON,45.488686,-77.668164,14,Renfrew County and District Health Unit,Bureau de santé du comtè de Renfrew et du district,844-727-6404,https://rcvtac.ca/,,,closed,,,,,,Yes,No,No,,Yes,,,,Yes,,,,Yes,,6m,,Yes,No,,Yes,,No,"Renfrew County Virtual Triage and Assessment Centres offers testing at several locations across Renfrew County on a rotating basis. Please visit the website for the current testing schedule, including hours and locations.  https://rcvtac.ca/

Please call to schedule an appointment 1-844-727-6404",
Yes,118,Cambridge Assessment Centre,Centre d'èvaluation de Cambridge,Cambridge Memorial Hospital,Hôpital Memorial de Cambridge,Cambridge,215 Holiday Inn Drive,,N3C 3T2,ON,43.416990,-80.320331,25,"Region of Waterloo, Public Health",Bureau de santé publique de la région de Waterloo,226-895-1050,https://www.cmh.org/patients-visitors/service-resumption-covid-19/covid-19-testing,08:30-20:30,08:30-20:30,08:30-20:30,08:30-20:30,08:30-20:30,08:30-16:30,08:30-16:30,,Yes,No,Yes,,No,,,,Yes,,https://www.myvisit.cmh.org,TRUE,Yes,,1y,,No,No,,Yes,,Yes,Services are offered in French upon request.,
Yes,52,Trent Hills COVID19 Assessment Centre,Centre d'èvaluation de la COVID-19 de Trent Hills,Trent Hills Family Health Team + Northumberland County Ambulance & Paramedic Services,Trent Hills Family Health Team + Northumberland County Ambulance & Paramedic Services,Campbellford,146 Oliver Road,,K0L 1L0,ON,44.312710,-77.790044,10,"Haliburton, Kawartha, Pine Ridge District Health Unit",Bureau de santé du district d'Haliburton-Kawartha-Pine Ridge,705-395-1801,https://www.thfht.com/wp-content/uploads/2020/05/PRESS-RELEASE-May-25-2020-AC-Final.pdf,09:00-17:00,09:00-17:00,09:00-17:00,09:00-17:00,,closed,closed,,Yes,No,Yes,,Yes,,,,Yes,,,,Yes,,0m,,No,No,,Yes,,No,"Campbellford Memorial Hospital, Isabella St Entrance, Basement, now offers assessments through a drive-through format. Call for appointments.

The Trent Hills COVID-19 Assessment Centre continues to provide home-based testing to vulnerable patients who have reduced mobility. This includes; residential settings, people living with disabilities, and patients with a palliative diagnosis.",
Yes,351,Central Pickering AC,,Lakeridge Health,,Pickering,"1101 Kingston Road, Unit 140",,L1V 1B5,ON,43.828368,-79.097290,,Durham Region Health Department,Service de santé de la région de Durham,,http://www.lakeridgehealth.on.ca,12:00-20:00,10:00-18:00,10:00-18:00,10:00-18:00,10:00-16:00,09:00-15:00,09:00-15:00,,Yes,,No,,,,,,Yes,,covidswab.lh.ca,,,,1y,,,,,,,,"Building next to Home Depot, beside Glendale Pharmacy",
Yes,54,Peterborough COVID Assessment Centre - Northcrest Arena,,Peterborough Regional Health Centre and Peterborough Paramedics,Bureau de santé du Peterborough,Peterborough,100 Marina Boulevard,,K9L 1P8,ON,44.336095,-78.315978,15,Peterborough Public Health,Bureau de santé du Peterborough,,https://www.prhc.on.ca/,10:00-18:00,10:00-18:00,10:00-18:00,10:00-18:00,10:00-18:00,,,,Yes,No,No,,Yes,,,,Yes,,https://s-ca.chkmkt.com/?e=210138&h=71305F7BD7FC4D6&l=en,,Yes,,,,,,,,,,,
Yes,55,Peterborough Regional Health Centre,Peterborough Regional Health Centre,Peterborough Regional Health Centre,Peterborough Regional Health Centre,Peterborough,1 Hospital Drive,1 chemin Hospital,K9J 7C6,ON,44.300025,-78.347609,15,Peterborough Public Health,Bureau de santé du Peterborough,705-876-5086,https://www.prhc.on.ca/about-us/covid-19-novel-coronavirus/,08:00-16:00,08:00-16:00,08:00-16:00,08:00-16:00,08:00-16:00,08:00-16:00,08:00-16:00,,Yes,No,No,,No,,,,Yes,,,,Yes,,1y,,No,No,,Yes,,Yes,"On-site physician assessment and testing for people with symptoms, available by appointment only. Contact PRHC’s COVID-19 Assessment Centre directly by phone at 705-876-5086 to determine whether an appointment is required. This phone line is staffed from 08:00 a.m. to 4:00 p.m. seven days a week. Located in a mobile unit on the west side of the hospital. To address accessibility, we have community paramedics available to perform in-home testing.",
Yes,56,Northumberland Hills Hospital,Hôpital du Northumberland Hills,Northumberland Hills Hospital,Hôpital du Northumberland Hills,Cobourg,1000 Depalma Drive,1000 chemin Depalma,K9A 5W6,ON,43.976426,-78.202208,10,"Haliburton, Kawartha, Pine Ridge District Health Unit",Bureau de santé du district d'Haliburton-Kawartha-Pine Ridge,905-377-7783,,08:00-16:00,08:00-16:00,08:00-16:00,08:00-16:00,08:00-16:00,08:00-16:00,08:00-16:00,,Yes,Yes,No,Yes,Yes,,,,Yes,,,,Yes,,1y,,Yes,Yes,,,Yes,Yes,"Open for virtual screening by telephone, between 8:00 and 16:00, 7 days a week. Please call to schedule an appointment.  

COVID Clinic and ER share the same entrance. COVID clinic patients exit through a separate door. Patients are asked to wear a mask during their visit and are given a HKPR Public Health information sheet before they leave. All under the age of 12 are seen in ER for assessment and swabbing. The clinic will look up and report negative results to patients that are unable to retrieve results on their own.",
Yes,57,Atikokan Family Health Team,Équipe santé familiale d'Atikokan,Atikokan Family Health Team,Équipe santé familiale d'Atikokan,Atikokan,101 Zuke Road,101 chemin Zuke,P0T 1C0,ON,48.753128,-91.600594,16,Northwestern Health Unit,Bureau de santé publique du Nord-Ouest,807-597-8781 ext. 0,https://atikokanfht.com/,09:00-16:00,09:00-16:00,09:00-16:00,09:00-16:00,09:00-16:00,closed,closed,Yes,Yes,No,Yes,,Yes,,,,Yes,,,,Yes,,0m,,No,No,,Yes,,Yes,Located at the side entrance under the canopy. Stay in your car.  You will be directed into the accessible building if you need an in-person assessment.,
Yes,58,Hearst COVID-19 Assessment Centre,Centre d'èvaluation de la COVID-19 d'Hearst,Nord-Aski Family Health Team,Équipe santé fmailiale de Nord-Aski,Hearst,713 Front Street,,P0L 1N0,ON,49.688956,-83.660720,17,Porcupine Health Unit,Bureau de santé publique de Porcupine,705-372-2913,http://www.porcupinehu.on.ca/en/your-health/infectious-diseases/novel-coronavirus/covid-assessment-centres/,08:30-11:30,08:30-11:30,08:30-11:30,08:30-11:30,08:30-11:30,closed,closed,Yes,Yes,No,Yes,,Yes,,,,Yes,,,,Yes,,2y,,Yes,No,,Yes,,Yes,"Located on the east side of the medical clinic in the parking lot. Call 705-372-2913 for an appointment.



After hours, please call Notre-Dame Hospital in advance for instructions. No walk-ins at the Emergency Department please.",
Yes,59,Chapleau Health Services,Services de santé de Chapleau,Chapleau Family Health Team,Services de santé de Chapleaus,Chapleau,2 Broomhead Road,6 chemin Broomhead,P0M 1K0,ON,47.841198,-83.414963,18,Sudbury and District Health Unit,Bureau de santé publique de Sudbury et district,705-864-2568,https://www.sschs.ca/general/home.html,12:00-16:00,12:00-16:00,12:00-16:00,12:00-16:00,09:00-13:00,closed,closed,Yes,Yes,No,Yes,,Yes,,,,Yes,,,,Yes,,0m,,Yes,No,,Yes,,Yes,Directions are provided during appointment booking.,
Yes,60,NEOMO Medical,NEOMO Medical,NEOMO Medical,NEOMO Medical,Sudbury,885 Prete Street,885 rue Prete,P3E 3X9,ON,46.473037,-81.006321,18,Sudbury and District Health Unit,Bureau de santé publique de Sudbury et district,705-671-7373,https://www.hsnsudbury.ca/portalen/Patients-and-Visitors/COVID-19/COVID-19-Assessment-Centre,08:00-16:00,08:00-16:00,08:00-16:00,08:00-16:00,08:00-16:00,08:00-16:00,08:00-16:00,Yes,Yes,No,Yes,,Yes,,,,Yes,,,,Yes,,0m,,Yes,No,,Yes,,No,Book your appointment online. Directions are provided during appointment booking.,
Yes,61,Primacy Medical Centre,Primacy Medical Centre,Primacy Medical Centre,Primacy Medical Centre,Sudbury,1485 Lasalle Boulevard,1485 boulevard Lasalle,P3A 1Z8,ON,46.521729,-80.939584,18,Sudbury and District Health Unit,Bureau de santé publique de Sudbury et district,705-671-7373,https://www.hsnsudbury.ca/portalen/Patients-and-Visitors/COVID-19/COVID-19-Assessment-Centre,11:00-19:00,11:00-19:00,11:00-19:00,11:00-19:00,11:00-19:00,11:00-19:00,11:00-19:00,Yes,Yes,No,Yes,,Yes,,,,Yes,,,,Yes,,6m,,Yes,No,,Yes,,Yes,"Located in the parking lot of the Superstore, beside the pharmacy.",Situé dans le stationnement du Superstore.
Yes,62,Health Sciences North - Assessment Centre,Horizon Santé-Nord - Assessment Centre,Health Sciences North,Horizon Santé-Nord,Sudbury,2050 Regent Street,,P3E 3Z9,ON,46.451074,-80.998220,18,Sudbury and District Health Unit,Bureau de santé publique de Sudbury et district,705-671-7373,https://www.hsnsudbury.ca/portalen/Patients-and-Visitors/COVID-19/COVID-19-Assessment-Centre,09:00-17:00,09:00-17:00,09:00-17:00,09:00-17:00,09:00-17:00,09:00-17:00,09:00-17:00,Yes,Yes,No,Yes,,Yes,,,,Yes,,https://secure.hsnsudbury.ca/COVID19AppointmentRequest,TRUE,Yes,,2y,,Yes,,,Yes,,,"Please call to schedule an appointment between the hours of 09:00-16:00 daily. After hours, please call the hospital in advance for instructions. No walk-ins at the Emergency Department please.",
Yes,63,Dingwall Medical Clinic Building,Dingwall Medical Clinic Building,Dingwall Medical Clinic Building,Dingwall Medical Clinic Building,Dryden,40 Goodall Street,40 rue Goodall,P8N 2Z6,ON,49.769556,-92.840763,16,Northwestern Health Unit,Bureau de santé publique du Nord-Ouest,807-223-3737,http://www.drhc.on.ca/dryden-regional-health-centre-opens/,08:00-12:00&12:30-16:00,08:00-12:00&12:30-16:00,08:00-12:00&12:30-16:00,08:00-12:00&12:30-16:00,08:00-12:00&12:30-16:00,closed,closed,Yes,Yes,No,No,,Yes,,,,Yes,assess@drhc.on.ca.,,,Yes,,6m,,No,No,,,Yes,No,Instructions provided when you book your appointment. Use first exterior entrance on the left (old Hearing Centre). Entrance is marked with fluorescent yellow sign.,La première entrée extérieure à gauche (ancien centre d’audiologie).
Yes,64,Elliot Lake Family Health Team,Quipe santé familiale d'Elliot Lake,Elliot Lake Family Health Team,Quipe santé familiale d'Elliot Lake,Elliot Lake,31 Nova Scotia Walk,31 Nova Scotia Walk,P5A 1Y9,ON,46.385840,-82.649431,18,Sudbury and District Health Unit,Bureau de santé publique de Sudbury et district,705-461-8882,http://www.elfht.com/,08:00-16:00,08:00-16:00,08:00-16:00,08:00-16:00,08:00-16:00,closed,closed,Yes,Yes,No,No,,,,,,Yes,,,,Yes,,,,,,,,,,,
Yes,65,Englehart District Hospital,Englehart District Hospital,Englehart District Hospital,Englehart District Hospital,Englehart,63 Fifth Street,63 5e rue,P0J 1H0,ON,47.822706,-79.879251,1,Timiskaming Health Unit,Services de santé du Timiskaming,705-568-2127,http://www.timiskaminghu.com/90484/covid-19,09:00-13:00,09:00-13:00,09:00-13:00,09:00-13:00,09:00-13:00,closed,closed,Yes,Yes,No,Yes,,Yes,,,,Yes,,,,Yes,,,,,,,,,,Drive-through at the rear entrance of the building.,Service à l’auto à l’entrée arrière du bâtiment.
