ï»¿active,location_id,location_name,location_name_fr,operated_by,operated_by_fr,city,address,address_fr,postal_code,province,latitude,longitude,region,region_fr,phu_id,PHU,PHU_fr,phone,website,monday,tuesday,wednesday,thursday,friday,saturday,sunday,after_hours,appointments,walk_ins,drive_through,children_under_2,accessible,additional_information,additional_information_fr,age_threshold,asl_interpretation,email,first_nations,free_parking,french_language_services,general_population,holiday_hours,paid_parking,pharmacy,public_transit,symptomatic,temporarily_closed,weeks_pregnant
Yes,38,Perth and Smiths Falls District Hospital - Smiths Falls Site,HÃ´pital du district de Perth et de Smiths Falls - Smiths Falls Site,Perth and Smiths Falls District Hospital ,HÃ´pital du district de Perth et de Smiths Falls ,Smiths Falls,60 Cornelia Street West,60 rue Cornelia Ouest,K7A 2H9,ON,44.907454,-76.027508,East,Est,7,"Leeds, Grenville and Lanark District Health Unit","""Leeds, Grenville et Lanark""",613-283-2330 ext. 1401,https://psfdh.on.ca/2020/04/03/community-assessment-centre/,8:00-18:00,8:00-18:00,8:00-18:00,8:00-18:00,8:00-18:00,10:00-16:00,10:00-16:00,,Yes,No,No,No,,Located at the Smiths Falls site of the Perth and Smiths Falls District Hospital at the main entrance on Elmsley Street North. Drive up to the main entrance and stay in your car while an in-car assessment is done. Please call to schedule an appointment after completing the self-assessment at https://covid-19.ontario.ca/self-assessment/. Children less than 3 months of age should present to the Emergency Department for assessment if symptomatic.,SituÃ© Ã  lâ€™emplacement de Smiths Falls de lâ€™HÃ´pital du district de Perth et de Smiths Falls Ã  lâ€™entrÃ©e principale sur la rue Elmsley Nord. Les patients conduiront leur vÃ©hicule jusquâ€™Ã  lâ€™entrÃ©e principale et y demeureront pendant quâ€™une Ã©valuation sera rÃ©alisÃ©e.,0m,,,,,,,10:00-16:00 ,,,,Yes,,
Yes,39,Prince Edward Covid-19 Assessment Centre - Prince Edward Community Centre,Centre communautaire Prince Edward County,Prince Edward County Covid-19 Assessment Centre,Centre d'Ã¨valuation de la COVID-19 Prince Edward,Picton,375 Main Street,375 rue Main,K0K 2T0,ON,44.008797,-77.139402,East,Est,13,Hastings and Prince Edward Counties Health Unit,Bureau de santÃ© des comtÃ¨s d'Hastings et de Prince Edward,613-813-6864,https://www.qhc.on.ca/covid-19.php,9:00-17:00,9:00-17:00,9:00-17:00,9:00-17:00,9:00-17:00,,,,Yes,No,Yes,,Yes,"To schedule an assessment PHONE the CAC at 613-813-6864





Upon arrival for your appointment you will be directed to drive into the large tent. Stay in your car for the assessment.





On Saturdays and Sundays, messages may be left to arrange an appointment the following week.  


Those requiring weekend testing may call 613-961-5544, for testing at the Belleville and Trenton Assessment Centres.",,0m,No,,,Yes,No,,9:00-17:00,,,No,Yes,,
Yes,40,COVID-19 Care and Testing Centre â€“  Moodie ,Queensway Carleton Hospital - Ã‰cole D. Aubrey Moodie,Queensway Carleton Hospital,Queensway Carleton Hospital,Ottawa,595 Moodie Drive,595 chemin Moodie,K2H 8A8,ON,45.310814,-75.825601,East,Est,8,Ottawa Public Health,Bureau de santÃ© publique d'Ottawa,,https://www.ottawapublichealth.ca/en/shared-content/assessment-centres.aspx,9:00-15:30,9:00-15:30,9:00-15:30,9:00-15:30,9:00-15:30,,,,Yes,Yes,No,Yes,,Can test anyone over 6months.,,6m,,,,,Yes,,9:00-15:30,,,,Yes,,
Yes,41,Quinte Healthcare - Quinte Secondary School,Quinte Healthcare - Ã‰cole secondaire Quinte,Quinte Healthcare,Quinte Healthcare,Belleville,45 College St. West,45 rue College Ouest,K8P 2G3,ON,44.175310,-77.393179,East,Est,13,Hastings and Prince Edward Counties Health Unit,Bureau de santÃ© des comtÃ¨s d'Hastings et de Prince Edward,613-961-5544,https://www.qhc.on.ca/covid-19.php,9:00-17:00,9:00-17:00,9:00-17:00,9:00-17:00,9:00-17:00,9:00-17:00,9:00-17:00,,Yes,No,Yes,,Yes,"Stay in your car.





Call to check if you need to make an appointment.",,0m,No,,,Yes,Yes,,,,,No,Yes,,
Yes,42,Quinte West COVID-19 Assessment Centre/Duncan McDonald Memorial Community Gardens Arena,,Quinte Healthcare Corporation,Quinte Healthcare Corporation,Trenton,8 Couch Crescent,8 crescent Couch,K8V 5S6,ON,44.102899,-77.569555,East,Est,13,Hastings and Prince Edward Counties Health Unit,Bureau de santÃ© des comtÃ¨s d'Hastings et de Prince Edward,613-961-5544,https://www.qhc.on.ca/covid-19.php,9:00-17:00,9:00-17:00,9:00-17:00,9:00-17:00,9:00-17:00,9:00-17:00,9:00-17:00,,Yes,No,Yes,,Yes,"Please call to schedule an appointment. Followthe signs, drive through into the tent, have those being assessed or tested on the driver's side of the vehicle if possilbe, park and turn off the car with the windows between the two tables under the tent. Phone or text your number to us and we will call you back to book a time. You must have an appointment so we can ensure patient safety, confidentiality and physical distancing.",,0m,No,,,Yes,Yes,,,,,No,Yes,,
,43,Cobden Arena,Cobden Arena,Arnprior Regional Health,Arnprior Regional Health,Cobden,43 Astrolabe Road,43 rue Astrolabe,K0J 1K0,ON,45.623129,-76.879507,East,Est,14,Renfrew County and District Health Unit,Bureau de santÃ© du comtÃ¨ de Renfrew et du district,844-727-6404,https://rcvtac.ca/,09:00-11:00,,,,09:00-11:00,,,,Yes,Yes,Yes,,Yes,We do not have a physical site for testing - we do it through drive through testing sites or we go on site in various locations to do testing (ie retirement homes) as needed.  To date our approach to testing has proven to be very efficient and effective.,,2y,No,,,,No,,,,,No,Yes,Yes,
,44,Civic Centre,Civic Centre,Arnprior Regional Health,Arnprior Regional Health,Petawawa,16 Civic Centre Road,16 rue Civic Centre,K8H 3H5,ON,45.894435,-77.259937,East,Est,14,Renfrew County and District Health Unit,Bureau de santÃ© du comtÃ¨ de Renfrew et du district,844-727-6404,https://rcvtac.ca/,,,,,09:00-11:00,,,,Yes,,,,,,,,,,,,,,,,,,Yes,Yes,
Yes,45,Pembroke Assessment Centre,Pembroke Assessment Centre,Arnprior Regional Health,Arnprior Regional Health,Pembroke,80 Richardson Crescent,,K8A 6W5,ON,45.781770,-77.127702,East,Est,14,Renfrew County and District Health Unit,Bureau de santÃ© du comtÃ¨ de Renfrew et du district,844-727-6404,https://rcvtac.ca/,,12:00-6:00,,,9:00-3:00,,,,Yes,No ,No,,,,,,,,,,,,,,,,Yes,,
Yes,46,Deep River Assessment Centre,Deep River Assessment Centre,Arnprior Regional Health,Arnprior Regional Health,Deep River,37 Banting Drive,,K0J 1P0,ON,46.091980,-77.476037,East,Est,14,Renfrew County and District Health Unit,Bureau de santÃ© du comtÃ¨ de Renfrew et du district,844-727-6404,https://rcvtac.ca/,,,11:00-3:00,,09:00-11:00,,,,Yes,No ,No,,,No restrictions. Two areas of focus - patients without a family physiciann or cannot reach their family physician and those with potential COVID.,,,,,,,,,,,,,Yes,,
Yes,47,Arnprior Assessment Centre,Arnprior Assessment Centre,Arnprior Regional Health,Arnprior Regional Health,Arnprior,91 Meehan Street,91 rue Meehan,K7S 2B7,ON,45.434099,-76.358417,East,Est,14,Renfrew County and District Health Unit,Bureau de santÃ© du comtÃ¨ de Renfrew et du district,844-727-6404,https://rcvtac.ca/,,,,09:00-3:00,,,,,Yes,Yes,Yes,,Yes,The hours for this center vary. Please visit the centre's website for current hours. ,,6m,No,,,Yes,Yes,,,,,No,Yes,,
Yes,48,Eganville - Renfrew County Virtual Triage and Assessment Centre,,Arnprior Regional Health,Arnprior Regional Health,Eganville,178 Jane Street,178 rue Jane,K0J 1T0,ON,45.541852,-77.105656,East,Est,14,Renfrew County and District Health Unit,Bureau de santÃ© du comtÃ¨ de Renfrew et du district,844-727-6404,https://rcvtac.ca/,,,,,14:00-16:00,,,,Yes,No ,No,,,"Renfrew County Virtual Triage and Assessment Centres offers testing at several locations across Renfrew County on a rotating basis. Please visit the website for the current testing schedule, including hours and locations.  https://rcvtac.ca/


Please call to schedule an appointment 1-844-727-6404",,,,,,,,,,,,,Yes,,
Yes,49,Renfrew Assessment Centre,Renfrew Assessment Centre,Arnprior Regional Health,Arnprior Regional Health,Renfrew,1005 Castleford Road,1005 rue Castleford,K7V 3Z8,ON,45.501648,-76.638280,East,Est,14,Renfrew County and District Health Unit,Bureau de santÃ© du comtÃ¨ de Renfrew et du district,844-727-6404,https://rcvtac.ca/,12:00-6:00,,,,,,,,Yes,No ,No,,,,,,,,,,,,,,,,Yes,,
Yes,50,Barry's Bay - Renfrew County Virtual Triage and Assessment Centre,,Arnprior Regional Health,Arnprior Regional Health,Barry's Bay,65 Arena Road,,K0J 1B0,ON,45.488686,-77.668164,East,Est,14,Renfrew County and District Health Unit,Bureau de santÃ© du comtÃ¨ de Renfrew et du district,844-727-6404,https://rcvtac.ca/,,,11:00-3:00,,,,,,Yes,No ,No,,Yes,"Renfrew County Virtual Triage and Assessment Centres offers testing at several locations across Renfrew County on a rotating basis. Please visit the website for the current testing schedule, including hours and locations.  https://rcvtac.ca/


Please call to schedule an appointment 1-844-727-6404",,6m,No,,,Yes,Yes,,,,,No,Yes,,
Yes,51,RMH COVID-19 Assessment Centre,RMH COVID-19 Assessment Centre,Ross Memorial Hospital,HÃ´pital Ross Memorial,Lindsay,10 Angeline Street North,10 rue Angeline Nord,K9V 4M8,ON,44.352402,-78.751362,East,Est,10,"Haliburton, Kawartha, Pine Ridge District Health Unit",Bureau de santÃ© du district d'Haliburton-Kawartha-Pine Ridge,705-328-6217,https://www.rmh.org/covid-19,9:30-17:30,9:30-17:30,9:30-17:30,9:30-17:30,9:30-17:30,,,,Yes,No ,No,,Yes,"Testing at Ross Memorial Hospital will take place inside, in the former Admitting area on the south side of the hospital. The Admitting department is now located inside the main entrance. 





How to book an appointment


â€¢	First, visit the provincial COVID-19 website to learn if you qualify for testing under the current Provincial guidelines


â€¢	Call 705-328-6217 or request an appointment online at www.rmh.org 


â€¢	Do not leave multiple messages or submit multiple forms


â€¢	Appointments are available Monday to Friday, 9:30-5:15pm


â€¢	You will receive a call back within 1-2 business days





When arriving for your appointment


â€¢	Arrive to the hospital at your appointment time. 


â€¢	Park in the short-term parking lot at the south side of the hospital, entering from Kent St. (There is no charge for parking for those visiting the assessment centre. All other patients should use short or long term parking on the North side of the hospital.)


â€¢	Wear a mask


â€¢	Bring your health card and identification


â€¢	Proceed to the South Entrance (follow signage for COVID-19 Assessment Centre)


â€¢	Maintain physical distancing from others awaiting testing





For children under the age of 1, use the Emergency Department.",,1y,No,,,,No,,Closed ,Yes,,Yes,Yes,,
Yes,52,Trent Hills COVID19 Assessment Centre,Centre d'Ã¨valuation de la COVID-19 de Trent Hills,Trent Hills Family Health Team + Northumberland County Ambulance & Paramedic Services,Trent Hills Family Health Team + Northumberland County Ambulance & Paramedic Services,Campbellford,146 Oliver Rd,,K0L 1L0,ON,44.312710,-77.790044,East,Est,10,"Haliburton, Kawartha, Pine Ridge District Health Unit",Bureau de santÃ© du district d'Haliburton-Kawartha-Pine Ridge,705-395-1801 ,https://www.thfht.com/wp-content/uploads/2020/05/PRESS-RELEASE-May-25-2020-AC-Final.pdf,9:00-17:00,9:00-17:00,9:00-17:00,9:00-17:00,,,,,Yes,No,Yes,,Yes,"Campbellford Memorial Hospital, Isabella St Entrance, Basement, now offers assessments through a drive-through format. Call for appointments.



The Trent Hills COVID-19 Assessment Centre continues to provide home-based testing to vulnerable patients who have reduced mobility. This includes; residential settings, people living with disabilities, and patients with a palliative diagnosis.",,0m,No,,,Yes,No,,Closed ,,,No,Yes,,
Yes,53,Winchester COVID-19 Assessment Centre- Lions Club Hall,Winchester - Centre dâ€™Ã©valuation pour la COVID-19  ,Winchester District Memorial Hospital,,Winchester,515 Albert Street,515 rue Albert,K0C 2K0,ON,45.092745,-75.350378,East,Est,9,Eastern Ontario Health Unit,Bureau de santÃ© de l'est de l'Ontario,800-267-7120 ,https://eohu.ca/en/covid/covid-19-testing-assessment-centres,12:00-18:00,12:00-18:00,12:00-18:00,12:00-18:00,12:00-18:00,,,,Yes,No,No,Yes,Yes,"Appointment only. Patients should call 613-801-2333 to book their test. 

Can test all ages.

","Rendez-vous nÃ©cessaire


Les clients doivent appeler le 613-801-2333 pour prendre rendez-vous.


",0m,No,,,Yes,No,,Closed ,,,No,Yes,,
Yes,54,Peterborough COVID Assessment Centre - Northcrest Arena,,Peterborough Regional Health Centre and Peterborough Paramedics ,Bureau de santÃ© du Peterborough,Peterborough,100 Marina Blvd,,K9L 1P8,ON,44.336095,-78.315978,East,Est,15,Peterborough Public Health,Bureau de santÃ© du Peterborough,,https://www.prhc.on.ca/,10:00-18:00,10:00-18:00,10:00-18:00,10:00-18:00,10:00-18:00,,,,Yes,No ,No,,Yes,To book an appointment online  - https://s-ca.chkmkt.com/?e=210138&h=71305F7BD7FC4D6&l=en,,,,,,,,,10:00-17:30,,,,Yes,,
Yes,55,Peterborough Regional Health Centre,Peterborough Regional Health Centre,Peterborough Regional Health Centre,Peterborough Regional Health Centre,Peterborough,1 Hospital Drive,1 chemin Hospital,K9J 7C6,ON,44.300025,-78.347609,East,Est,15,Peterborough Public Health,Bureau de santÃ© du Peterborough,705-876-5086,https://www.prhc.on.ca/about-us/covid-19-novel-coronavirus/,8:00-16:00,8:00-16:00,8:00-16:00,8:00-16:00,8:00-16:00,8:00-16:00,8:00-16:00,,Yes,No,No,,No,"On-site physician assessment and testing for people with symptoms, available by appointment only. Contact PRHCâ€™s COVID-19 Assessment Centre directly by phone at 705-876-5086 to determine whether an appointment is required. This phone line is staffed from 8:00 a.m. to 4:00 p.m. seven days a week. Located in a mobile unit on the west side of the hospital. To address accessibility, we have community paramedics available to perform in-home testing. ",,1y,No,,Curve Lake and Hiawatha,Yes,No,,Closed ,,,Yes,Yes,,
Yes,56,Northumberland Hills Hospital ,HÃ´pital du Northumberland Hills,Northumberland Hills Hospital ,HÃ´pital du Northumberland Hills,Cobourg,1000 Depalma Drive,1000 chemin Depalma,K9A 5W6,ON,43.976426,-78.202208,East,Est,10,"Haliburton, Kawartha, Pine Ridge District Health Unit",Bureau de santÃ© du district d'Haliburton-Kawartha-Pine Ridge,905-377-7783,,8:00-16:00,8:00-16:00,8:00-16:00,8:00-16:00,8:00-16:00,8:00-16:00,8:00-16:00,,Yes,Yes,No,Yes,Yes,Covid Clinic and ER share the same entrance. Covid clinic patients exit through a separate door. Patients are asked to wear a mask during their visit and are given a HKPR Public Health information sheet before they leave. All under that age of 12 are seen in ER for assessment and swabbing. The clinic will look up and report negative results to patients that are unable to retrieve results on their own.,,1y,Yes,,,,Yes,,8:00-16:00,Yes,,Yes,Yes,,
Yes,57,Atikokan Family Health Team,Ã‰quipe santÃ© familiale d'Atikokan,Atikokan Family Health Team,Ã‰quipe santÃ© familiale d'Atikokan,Atikokan,101 Zuke Road,101 chemin Zuke,P0T 1C0,ON,48.753128,-91.600594,North,Nord,16,Northwestern Health Unit,Bureau de santÃ© publique du Nord-Ouest,807-597-8781 ext. 0,https://atikokanfht.com/,09:00-16:00,09:00-16:00,09:00-16:00,09:00-16:00,09:00-16:00,,,Yes,Yes,No,Yes,,Yes,Located at the side entrance under the canopy. Stay in your car.  You will be directed into the accessible building if you need an in-person assessment. ,,0m,No,,,Yes,No,,,,,Yes,Yes,,
Yes,58,Hearst COVID-19 Assessment Centre,Centre d'Ã¨valuation de la COVID-19 d'Hearst,Nord-Aski Family Health Team,Ã‰quipe santÃ© fmailiale de Nord-Aski,Hearst,713 Front Street,,P0L 1N0,ON,49.688956,-83.660720,North,Nord,17,Porcupine Health Unit,Bureau de santÃ© publique de Porcupine,705-372-2913,http://www.porcupinehu.on.ca/en/your-health/infectious-diseases/novel-coronavirus/covid-assessment-centres/,8:30-11:30,8:30-11:30,8:30-11:30,8:30-11:30,8:30-11:30,,,Yes,Yes,No,Yes,,Yes,"Located on the east side of the medical clinic in the parking lot. Call 705-372-2913 for an appointment.





After hours, please call Notre-Dame Hospital in advance for instructions. No walk-ins at the Emergency Department please.",,2y,No,,,Yes,Yes,,,,,Yes,Yes,,
Yes,59,Chapleau Health Services,Services de santÃ© de Chapleau,Chapleau Family Health Team,Services de santÃ© de Chapleaus,Chapleau,2 Broomhead Road,6 chemin Broomhead,P0M 1K0,ON,47.841198,-83.414963,North,Nord,18,Sudbury and District Health Unit,Bureau de santÃ© publique de Sudbury et district,705-864-2568,https://www.sschs.ca/general/home.html,12:00-16:00,12:00-16:00,12:00-16:00,12:00-16:00,09:00-13:00,,,Yes,Yes,No,Yes,,Yes,Directions are provided during appointment booking.,,0m,No,,,Yes,Yes,,,,,Yes,Yes,,
Yes,60,NEOMO Medical,NEOMO Medical,NEOMO Medical,NEOMO Medical,Sudbury,885 Prete Street,885 rue Prete,P3E 3X9,ON,46.473037,-81.006321,North,Nord,18,Sudbury and District Health Unit,Bureau de santÃ© publique de Sudbury et district,705-671-7373,https://www.hsnsudbury.ca/portalen/Patients-and-Visitors/COVID-19/COVID-19-Assessment-Centre,8:00-16:00,8:00-16:00,8:00-16:00,8:00-16:00,8:00-16:00,8:00-16:00,8:00-16:00,Yes,Yes,No,Yes,,Yes,Book your appointment online. Directions are provided during appointment booking. ,,0m,No,,,Yes,Yes,,,,,No,Yes,,
Yes,61,Primacy Medical Centre,Primacy Medical Centre,Primacy Medical Centre,Primacy Medical Centre,Sudbury,1485 Lasalle Boulevard,1485 boulevard Lasalle ,P3A 1Z8,ON,46.521729,-80.939584,North,Nord,18,Sudbury and District Health Unit,Bureau de santÃ© publique de Sudbury et district,705-671-7373,https://www.hsnsudbury.ca/portalen/Patients-and-Visitors/COVID-19/COVID-19-Assessment-Centre,11:00-19:00,11:00-19:00,11:00-19:00,11:00-19:00,11:00-19:00,11:00-19:00,11:00-19:00,Yes,Yes,No,Yes,,Yes,"Located in the parking lot of the Superstore, beside the pharmacy. ",SituÃ© dans le stationnement du Superstore. ,6m,No,,,Yes,Yes,,,,,Yes,Yes,,
Yes,62,Health Sciences North - Assessment Centre,Horizon SantÃ©-Nord - Assessment Centre,Health Sciences North,Horizon SantÃ©-Nord,Sudbury,2050 Regent Street,,P3E 3Z9,ON,46.451074,-80.998220,North,Nord,18,Sudbury and District Health Unit,Bureau de santÃ© publique de Sudbury et district,705-671-7373,https://www.hsnsudbury.ca/portalen/Patients-and-Visitors/COVID-19/COVID-19-Assessment-Centre,09:00-17:00,09:00-17:00,09:00-17:00,09:00-17:00,09:00-17:00,09:00-17:00,09:00-17:00,Yes,Yes,No,Yes,,Yes,"Please call to schedule an appointment between the hours of 9:00-16:00 daily. After hours, please call the hospital in advance for instructions. No walk-ins at the Emergency Department please.",,2y,,,,Yes,Yes,,,,,,Yes,,
Yes,63,Dingwall Medical Clinic Building ,Dingwall Medical Clinic Building ,Dingwall Medical Clinic Building ,Dingwall Medical Clinic Building ,Dryden ,40 Goodall Street,40 rue Goodall,P8N 2Z6,ON,49.769556,-92.840763,North,Nord,16,Northwestern Health Unit,Bureau de santÃ© publique du Nord-Ouest,807-223-3737,http://www.drhc.on.ca/dryden-regional-health-centre-opens/,8:00-12:00&12:30-16:00,8:00-12:00&12:30-16:00,8:00-12:00&12:30-16:00,8:00-12:00&12:30-16:00,8:00-12:00&12:30-16:00,,,Yes,Yes,No,No,,Yes,Instructions provided when you book your appointment. Use first exterior entrance on the left (old Hearing Centre). Entrance is marked with fluorescent yellow sign.,La premiÃ¨re entrÃ©e extÃ©rieure Ã  gauche (ancien centre dâ€™audiologie).,6m,No,assess@drhc.on.ca.,,,No,,,Yes,,No,Yes,,
